Time,intRad_wes,intCon_wes,intLat_wes,intRad_hal,intCon_hal,intLat_hal,intRad_eas,intLat_eas,intCon_eas
111000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
111300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
111600,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
111900,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
112200,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
112500,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
112800,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
113100,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
113400,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
113700,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
114000,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
114300,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
114600,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
114900,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
115200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
115500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
115800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
116100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
116400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
116700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
117000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
117300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
117600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
117900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
118200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
118500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
118800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
119100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
119400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
119700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
120000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
120300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
120600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
120900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
121200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
121500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
121800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
122100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
122400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
122700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
123000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
123300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
123600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
123900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
124200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
124500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
124800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
125100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
125400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
125700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
126000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
126300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
126600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
126900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
127200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
127500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
127800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
128100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
128400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
128700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
129000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
129300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
129600,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
129900,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
130200,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
130500,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
130800,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
131100,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
131400,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
131700,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
132000,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
132300,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
132600,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
132900,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
133200,8,8,4,0.8,0.8,0.4,8,4,8
133500,8,8,4,0.8,0.8,0.4,8,4,8
133800,8,8,4,0.8,0.8,0.4,8,4,8
134100,8,8,4,0.8,0.8,0.4,8,4,8
134400,8,8,4,0.8,0.8,0.4,8,4,8
134700,8,8,4,0.8,0.8,0.4,8,4,8
135000,8,8,4,0.8,0.8,0.4,8,4,8
135300,8,8,4,0.8,0.8,0.4,8,4,8
135600,8,8,4,0.8,0.8,0.4,8,4,8
135900,8,8,4,0.8,0.8,0.4,8,4,8
136200,8,8,4,0.8,0.8,0.4,8,4,8
136500,8,8,4,0.8,0.8,0.4,8,4,8
136800,8,8,4,0.8,0.8,0.4,8,4,8
137100,8,8,4,0.8,0.8,0.4,8,4,8
137400,8,8,4,0.8,0.8,0.4,8,4,8
137700,8,8,4,0.8,0.8,0.4,8,4,8
138000,8,8,4,0.8,0.8,0.4,8,4,8
138300,8,8,4,0.8,0.8,0.4,8,4,8
138600,8,8,4,0.8,0.8,0.4,8,4,8
138900,8,8,4,0.8,0.8,0.4,8,4,8
139200,8,8,4,0.8,0.8,0.4,8,4,8
139500,8,8,4,0.8,0.8,0.4,8,4,8
139800,8,8,4,0.8,0.8,0.4,8,4,8
140100,8,8,4,0.8,0.8,0.4,8,4,8
140400,8,8,4,0.8,0.8,0.4,8,4,8
140700,8,8,4,0.8,0.8,0.4,8,4,8
141000,8,8,4,0.8,0.8,0.4,8,4,8
141300,8,8,4,0.8,0.8,0.4,8,4,8
141600,8,8,4,0.8,0.8,0.4,8,4,8
141900,8,8,4,0.8,0.8,0.4,8,4,8
142200,8,8,4,0.8,0.8,0.4,8,4,8
142500,8,8,4,0.8,0.8,0.4,8,4,8
142800,8,8,4,0.8,0.8,0.4,8,4,8
143100,8,8,4,0.8,0.8,0.4,8,4,8
143400,8,8,4,0.8,0.8,0.4,8,4,8
143700,8,8,4,0.8,0.8,0.4,8,4,8
144000,8,8,4,0.8,0.8,0.4,8,4,8
144300,8,8,4,0.8,0.8,0.4,8,4,8
144600,8,8,4,0.8,0.8,0.4,8,4,8
144900,8,8,4,0.8,0.8,0.4,8,4,8
145200,8,8,4,0.8,0.8,0.4,8,4,8
145500,8,8,4,0.8,0.8,0.4,8,4,8
145800,8,8,4,0.8,0.8,0.4,8,4,8
146100,8,8,4,0.8,0.8,0.4,8,4,8
146400,8,8,4,0.8,0.8,0.4,8,4,8
146700,8,8,4,0.8,0.8,0.4,8,4,8
147000,8,8,4,0.8,0.8,0.4,8,4,8
147300,8,8,4,0.8,0.8,0.4,8,4,8
147600,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
147900,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
148200,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
148500,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
148800,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
149100,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
149400,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
149700,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
150000,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
150300,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
150600,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
150900,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
151200,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
151500,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
151800,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
152100,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
152400,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
152700,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
153000,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
153300,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
153600,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
153900,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
154200,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
154500,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
154800,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
155100,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
155400,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
155700,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
156000,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
156300,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
156600,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
156900,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
157200,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
157500,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
157800,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
158100,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
158400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
158700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
159000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
159300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
159600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
159900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
160200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
160500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
160800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
161100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
161400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
161700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
162000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
162300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
162600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
162900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
163200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
163500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
163800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
164100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
164400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
164700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
165000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
165300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
165600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
165900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
166200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
166500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
166800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
167100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
167400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
167700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
168000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
168300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
168600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
168900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
169200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
169500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
169800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
170100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
170400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
170700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
171000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
171300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
171600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
171900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
172200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
172500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
172800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
173100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
173400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
173700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
174000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
174300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
174600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
174900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
175200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
175500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
175800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
176100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
176400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
176700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
177000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
177300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
177600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
177900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
178200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
178500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
178800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
179100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
179400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
179700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
180000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
180300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
180600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
180900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
181200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
181500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
181800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
182100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
182400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
182700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
183000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
183300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
183600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
183900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
184200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
184500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
184800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
185100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
185400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
185700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
186000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
186300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
186600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
186900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
187200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
187500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
187800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
188100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
188400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
188700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
189000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
189300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
189600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
189900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
190200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
190500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
190800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
191100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
191400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
191700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
192000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
192300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
192600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
192900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
193200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
193500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
193800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
194100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
194400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
194700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
195000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
195300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
195600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
195900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
196200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
196500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
196800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
197100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
197400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
197700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
198000,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
198300,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
198600,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
198900,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
199200,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
199500,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
199800,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
200100,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
200400,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
200700,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
201000,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
201300,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
201600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
201900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
202200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
202500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
202800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
203100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
203400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
203700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
204000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
204300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
204600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
204900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
205200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
205500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
205800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
206100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
206400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
206700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
207000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
207300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
207600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
207900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
208200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
208500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
208800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
209100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
209400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
209700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
210000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
210300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
210600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
210900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
211200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
211500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
211800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
212100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
212400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
212700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
213000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
213300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
213600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
213900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
214200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
214500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
214800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
215100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
215400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
215700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
216000,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
216300,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
216600,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
216900,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
217200,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
217500,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
217800,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
218100,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
218400,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
218700,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
219000,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
219300,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
219600,8,8,4,0.8,0.8,0.4,8,4,8
219900,8,8,4,0.8,0.8,0.4,8,4,8
220200,8,8,4,0.8,0.8,0.4,8,4,8
220500,8,8,4,0.8,0.8,0.4,8,4,8
220800,8,8,4,0.8,0.8,0.4,8,4,8
221100,8,8,4,0.8,0.8,0.4,8,4,8
221400,8,8,4,0.8,0.8,0.4,8,4,8
221700,8,8,4,0.8,0.8,0.4,8,4,8
222000,8,8,4,0.8,0.8,0.4,8,4,8
222300,8,8,4,0.8,0.8,0.4,8,4,8
222600,8,8,4,0.8,0.8,0.4,8,4,8
222900,8,8,4,0.8,0.8,0.4,8,4,8
223200,8,8,4,0.8,0.8,0.4,8,4,8
223500,8,8,4,0.8,0.8,0.4,8,4,8
